folder,filename,ch1_approx_entropy,ch1_higuchi_fd,ch1_hjorth_mobility,ch1_hjorth_complexity,ch2_approx_entropy,ch2_higuchi_fd,ch2_hjorth_mobility,ch2_hjorth_complexity,ch3_approx_entropy,ch3_higuchi_fd,ch3_hjorth_mobility,ch3_hjorth_complexity,ch4_approx_entropy,ch4_higuchi_fd,ch4_hjorth_mobility,ch4_hjorth_complexity,ch5_approx_entropy,ch5_higuchi_fd,ch5_hjorth_mobility,ch5_hjorth_complexity,ch6_approx_entropy,ch6_higuchi_fd,ch6_hjorth_mobility,ch6_hjorth_complexity,ch7_approx_entropy,ch7_higuchi_fd,ch7_hjorth_mobility,ch7_hjorth_complexity,ch8_approx_entropy,ch8_higuchi_fd,ch8_hjorth_mobility,ch8_hjorth_complexity,ch9_approx_entropy,ch9_higuchi_fd,ch9_hjorth_mobility,ch9_hjorth_complexity,ch10_approx_entropy,ch10_higuchi_fd,ch10_hjorth_mobility,ch10_hjorth_complexity,ch11_approx_entropy,ch11_higuchi_fd,ch11_hjorth_mobility,ch11_hjorth_complexity,ch12_approx_entropy,ch12_higuchi_fd,ch12_hjorth_mobility,ch12_hjorth_complexity,ch13_approx_entropy,ch13_higuchi_fd,ch13_hjorth_mobility,ch13_hjorth_complexity,ch14_approx_entropy,ch14_higuchi_fd,ch14_hjorth_mobility,ch14_hjorth_complexity,ch15_approx_entropy,ch15_higuchi_fd,ch15_hjorth_mobility,ch15_hjorth_complexity,ch16_approx_entropy,ch16_higuchi_fd,ch16_hjorth_mobility,ch16_hjorth_complexity,ch17_approx_entropy,ch17_higuchi_fd,ch17_hjorth_mobility,ch17_hjorth_complexity,ch18_approx_entropy,ch18_higuchi_fd,ch18_hjorth_mobility,ch18_hjorth_complexity,ch19_approx_entropy,ch19_higuchi_fd,ch19_hjorth_mobility,ch19_hjorth_complexity
ADHD_part1,v39p.mat,1.7422184914265033,1.6418949578118194,0.6093717524878838,2.3917024294693543,1.25083005980924,1.4892825953804527,0.3560877491301446,3.548438124018415,1.4593220866756451,1.5046739278284613,0.4562453360450968,2.6836451458684647,1.2221397165689019,1.4610988720360183,0.3423810345430376,3.722625398631169,1.483143610242415,1.5086307247362347,0.4699170710011336,2.6691667020028147,1.1972235951500574,1.4519186373599384,0.33743845283773943,3.6404886034975426,1.3263940892699115,1.4913445422432743,0.4358320473530922,2.386201043868171,1.1959054894603764,1.4625067254623076,0.3374772745239727,3.624324975768715,1.0199928831969651,1.4238615798800718,0.2977293987048435,3.425090317090159,1.1078347214770292,1.464835197686084,0.3232241018819658,3.347346999970442,1.68719425300411,1.6146011041826647,0.5795964530930693,2.471044615381473,1.186090912141863,1.4667461768654593,0.33904036210971383,3.469495279737145,1.3493671685210038,1.5204557183090937,0.45269903597352945,2.2953588128725757,1.3745225075931096,1.5713662503929464,0.4144573568409863,2.951452663057283,1.4345446311694499,1.525490027835341,0.4741426095706748,2.343782886981617,1.3974449763721042,1.6271236401468723,0.4404015005743258,2.6625502344828447,1.3015963481521604,1.4639268635776417,0.4159091355524142,2.5593937749234934,1.254029599619817,1.4636875739496753,0.3538711274400569,3.7175751376884727,1.4129951319845935,1.497137638212898,0.45371342622333627,2.524076439234061
ADHD_part1,v21p.mat,1.3118574498593265,1.496659653070769,0.40717424957311626,3.0635217329084736,1.3927455923611132,1.5032881467382644,0.43215189702555423,2.8397390477960895,1.2410835720635247,1.4306933628510194,0.3975813573385251,2.5654791589312516,1.5032037403264042,1.5060750071500284,0.47341051102928566,2.8085560037760207,1.0130203740328838,1.3733996728217661,0.35270133616849514,2.389563665659815,1.5421700219553922,1.5170485004142402,0.4980927574448621,2.845471078616971,1.1000089842725314,1.4199808006052201,0.38802559031495343,2.2636196036431,1.5553752086916783,1.5391970174670109,0.5033721460695596,2.713614083992094,1.7901685053177987,1.7561612730275413,0.8454432139233383,2.0673955459685343,1.7028767407215293,1.629228380360778,0.5980959763025983,2.5101168720426674,1.5654327694623422,1.5257798450635482,0.5076396085126976,2.710314283004027,1.4257059643491155,1.5131011726468935,0.44032905855441223,2.9628314292910622,1.380804471074411,1.4718320524821251,0.4303037911082814,2.776685170146407,1.4218605637160975,1.5255833878948852,0.4410945079236813,3.0073062264210026,1.6103433199170785,1.5468219794475946,0.5346775042927634,2.6586050432816593,1.2177373431114846,1.538259146294841,0.3501403176047455,3.9154462189955686,1.3555998212204226,1.4403581632525135,0.4152565900236777,2.824871742231389,1.6309877406807773,1.5516624140327124,0.5559398959369253,2.674043028093977,1.160716675422543,1.4330518147040108,0.3934261042164845,2.359834738259089
ADHD_part1,v19p.mat,1.3773737919651619,1.5722087288517945,0.45514227247535666,2.474524514388679,1.2074629180911414,1.496523938385696,0.3758230992631577,2.8808502305115478,1.0812660677186479,1.3974114921381136,0.32384718620386066,3.121531483568196,1.176684451329034,1.41450805788543,0.34079757553559,3.318417979312705,1.0675448696514662,1.3803366938379744,0.3176804370095333,3.1752729772959203,1.0499589380212115,1.3783057281707691,0.320216506416247,3.034128021197025,1.346244528506778,1.465192337346136,0.39773856519123807,3.116399678435546,1.321625286110533,1.4496443476088765,0.3801087200169258,3.4664618984715,1.072154673547724,1.431716099667691,0.3513145121181618,2.6484726254510607,1.0521923160516589,1.418517911121093,0.32000652332292717,3.115849004409751,1.041918361022316,1.4006358742706677,0.3188109534175207,3.0945143621736615,1.1371270495474488,1.432147886274097,0.35053456214251577,2.893930857599369,1.0612149282084773,1.3872574193135565,0.2995821299038012,3.688261819003064,1.2656122532084861,1.4584463355420259,0.37039122620853737,3.2363926821433204,1.3456488413853576,1.5050187311663292,0.42469510425540624,2.6377967804020876,0.9216864889356877,1.3566419183887073,0.27241610998788673,3.6731847961337563,1.513769502858949,1.626611128256482,0.5740670077604806,2.9351709674257096,0.9672800164717819,1.3528500175859262,0.2870095923072403,3.3479340675447204,1.23198445903583,1.4288456521556538,0.3662544719937573,3.063118486391504
ADHD_part1,v12p.mat,1.3579517363752234,1.5939527355775092,0.48420253801384816,3.392955683410311,1.0743512211001973,1.4084260182149488,0.3133608870930731,3.8279404846981584,1.751992799727633,2.0481763003488958,1.4757448235061716,1.2644019956645656,1.8607376244341793,1.9895318162236666,1.3604605118190463,1.3635873044431015,1.80068887471133,2.033188797670217,1.479647998631674,1.2597046924390984,1.8568712810076082,2.0011178597850203,1.395272806343089,1.3305278694874942,1.672133333961594,1.9874516781631464,1.232023858628541,1.511569760559721,1.841350728800843,2.00435275024907,1.3985048295092966,1.3268018360790912,1.8827282307674578,1.9578154504167997,1.2420271687537232,1.478815206654895,2.0065485797063696,1.8604094468309256,0.9988409030337928,1.7246358396875445,1.7364172534489777,1.830014318227903,0.8662156419426609,2.07640776039967,1.822171901448816,1.8238229450991024,0.938764218522968,1.925680688241675,1.5536166276246108,1.8491397332189032,0.8501455749921034,2.163732963662234,1.94822482687215,1.8971403131011388,1.1233867211080795,1.610454790634928,1.9213202426135174,1.9702546867762782,1.2451353040536521,1.4690143626068104,1.9532951908131642,2.0025400725204987,1.3089317577075712,1.400273862614411,1.8178792627096545,1.9247881546096313,1.1845932921083897,1.5581880383603541,1.8847566249637575,1.9428312892214892,1.3245741860506965,1.3951219220588322,1.7258584785066278,2.044816795722629,1.497952689687394,1.2459196883904549
ADHD_part1,v40p.mat,1.3402357525137742,1.5666557928210336,0.40550137713042805,3.0824528489681047,1.6740397853143856,1.6610696694888858,0.5877300243465093,2.215150209644434,1.2441869585782093,1.5207697383495813,0.392195630037986,2.74824260229171,1.552535471588731,1.5923144159071887,0.5300001811800548,2.235841992903625,1.1635487720075917,1.497479864814327,0.37391672881821253,2.6709027943185815,1.4380315959267502,1.5733520979247186,0.5133041709713912,2.04000771263929,1.2018897168706606,1.5100062212449317,0.39137211478009637,2.5864304283816657,1.4603016043574963,1.5680555569104935,0.48894016878086827,2.3747980267869413,1.2837504191583666,1.5798650803119285,0.4120013169713351,2.81076636634327,1.2722374152952889,1.5414472424849466,0.3823135203523392,3.1883653791112625,1.2029036435422529,1.5251701482562872,0.3639478805001598,3.217715570193444,1.630869900140385,1.64187304693669,0.5679901800621162,2.1698972857266465,1.1677443210592626,1.5081956129192957,0.35707656464982906,3.07416025254041,1.629199245214581,1.6372281818634673,0.5595043625334415,2.3005004758594283,1.1189787133987807,1.5099302431945196,0.3495607521785809,3.0442723328074406,1.8392700429244977,1.7454170045556294,0.7172259838093835,1.838084940439348,1.2128629193469447,1.5049683172990813,0.38237660871793067,2.762174390699553,1.535509978353483,1.582712329704299,0.5322818711606315,2.16081533739453,1.2384812715313487,1.5247119589776605,0.39385402657028185,2.758049695897279
ADHD_part1,v28p.mat,1.9725516609162108,1.851145761235029,0.8416335247922455,1.8562816690827018,1.8952028606687383,1.8181172642046415,0.780210117180621,1.9942030784446785,1.8204656185686767,1.7270351752058128,0.7650451412427486,2.1877318859956647,1.8408784067543555,1.7308873384691594,0.7682548070805614,2.1537685434560756,1.84334263430173,1.7130401015206136,0.8125209563859412,2.0937052186891503,1.8191662732012794,1.6738853957518018,0.749771981467225,2.1893569240600064,1.838462681959653,1.6751275153409497,0.7590018714627129,2.157916316872833,1.8979319472105605,1.7445638548413176,0.8402750423379233,2.0012911039959085,1.944582595335656,1.7671227629066744,0.834783132555018,1.94643444413885,2.0432426043325975,1.817056807649392,0.8926093311764555,1.7287455006037358,1.836136997714573,1.8415659563164937,0.9057476239241259,1.9429435429834412,1.8246391896759881,1.717585781943035,0.707963536855574,2.2032281814882797,1.908087483691542,1.796458016674092,0.8745041031741542,1.945107266524515,1.837622486564804,1.820712156517374,0.8396118869150938,2.0171131487409246,1.9553059848401517,1.8085257606077816,0.9384409316893252,1.836553053996445,2.0637632096278287,1.9039980060647952,1.111904718084108,1.5626293765602974,1.7003031549759822,1.6310653571444795,0.6044813073149675,2.528913062675797,1.8466834598658899,1.6764701727591,0.7815744914240004,2.1254726554689705,1.8016407547294175,1.6384445167899158,0.7099552214121926,2.2591879349895727
ADHD_part1,v6p.mat,1.841675660142613,1.9042137065974691,0.9943316562611932,1.7996793940821962,1.5936544205012941,1.9173908976001264,1.2388452299479369,1.4879018988746424,1.963509785499884,1.9485543374562135,1.2320282473203394,1.479502686478529,1.9909652938185776,1.8992462286981315,1.0952161488245153,1.6333473431136716,1.9270362312989544,1.9636050249345494,1.2889921279028653,1.426757155531469,1.9561400032793772,1.8491775419539604,1.0372127684213912,1.7249616825914889,1.933701728531899,1.9944150899026507,1.36681923220602,1.3502154358315417,1.968765861522633,1.8718511264220443,1.0905620084295171,1.6537851280274598,2.127481795768288,1.968379269871741,1.2443487714842008,1.3931380082659262,2.1422953576333414,1.969539515172432,1.2769520038293631,1.3863632293865353,2.0190830978283545,1.97931037339292,1.2963386278094255,1.4028082340168735,1.9418800852279716,1.8501419700669919,0.9772320528866251,1.8009181115700594,1.9282696326442386,1.9598064547159997,1.250627478124661,1.465178517036675,1.882727273413285,1.80544393145026,0.8740995453887037,1.9697463944832803,2.0566050322233878,2.023356422286606,1.3747599814546847,1.31812020947135,2.0641747430589232,1.9025061330710626,1.069240609254394,1.6188682263139238,1.9529102425380467,1.921420674489895,1.1833075427855808,1.5340029992644033,1.9899184107369576,1.8886458984667085,1.1387805133156095,1.5946058807868146,1.9164849336284844,2.011314922044343,1.4120954308031202,1.3101603756915958
ADHD_part1,v20p.mat,1.3660881403330625,1.5668546773890386,0.4287727045407139,2.8091356344440848,1.5009586816360736,1.6112622319713006,0.4906024916140562,2.525888736035446,1.1771561801681854,1.492577530280014,0.37883083844688664,2.653647784832957,1.2376889196284973,1.495400619430185,0.40212552012122804,2.4986892272387893,1.4003957581492394,1.5359639542009176,0.4348332400401204,2.6890911037085634,1.3485080060562935,1.5298517224226307,0.43441785662268206,2.4912360349598024,1.2446783004743098,1.5403600204454218,0.4157149376546023,2.3795953994481636,1.498172742847271,1.5662301747382918,0.4711222599814478,2.678401560977888,1.7414225480176935,1.701514151155227,0.63548432462693,2.4526105784633887,1.766872521701929,1.685780487155561,0.6406098769766092,2.3561524625127905,1.564566690312565,1.613613526749663,0.5050174367024511,2.812831989302099,1.6306446031625228,1.6408861344467052,0.5498394007020971,2.2900741432527973,1.3655738575261473,1.5510185636498266,0.42551471324930173,2.7454859647125227,1.6164725177718653,1.6120512932363125,0.5260138149180544,2.549942889440185,1.45865884885814,1.5870470716228406,0.46112404009812574,2.684486904953367,1.5115294809652835,1.6013896072776668,0.4922690548392658,2.430574449665216,1.4727438162157527,1.552644534783151,0.456505255832423,2.930122215265141,1.637943487523967,1.5999089518962801,0.5378750669984437,2.6152541202523842,1.565824124734677,1.6032746207768036,0.5002636403496145,2.700610718586545
ADHD_part1,v29p.mat,1.1102186121416522,1.5185442865644538,0.37575216880589074,3.388332746528605,1.1113933872229076,1.5105691194377482,0.3357760077783017,3.6717419827831246,1.3845296682938915,1.592226767019437,0.4295958354231744,3.34182602585415,1.462942234865467,1.5860369439958941,0.45528104701733285,2.7938264457949527,1.2308645055730998,1.5091970260984195,0.36638010260027964,3.497528127751961,1.349659804845142,1.5348168616764986,0.40468178654606723,3.078669252202817,1.228435153702459,1.5192408769954469,0.3754763645638937,3.1667210027137807,1.5189182073845884,1.5966994655385014,0.47441942484282507,2.901803289709607,1.428742650002779,1.6026194424615685,0.48803744960530165,2.498347648421991,1.7240621706382706,1.709244683510712,0.6107159026379109,2.3677411597921014,1.8482167867641408,1.837033248244192,0.7407711089521395,2.114212710041274,1.205828132689175,1.5197205329796735,0.37475360185310763,2.909567355448575,1.099508751707794,1.4800071515503084,0.33594799524399455,3.596785211912161,1.4138478798131038,1.620671310935904,0.4668930959601859,2.63901980479621,1.312215304561621,1.6228808799293055,0.4638109160695532,2.6885842177343706,1.5358551006402128,1.6872396520439705,0.5134136568311272,2.4004260128528982,1.1021738836238892,1.4796863010860837,0.3380836613491296,3.2717628859364787,1.4465619993443246,1.567533719796417,0.45311958247730805,2.755719282332107,1.0904757810135548,1.4866351569249474,0.34624929476739236,3.1239525213859367
ADHD_part1,v8p.mat,1.8928266606606758,1.8315044224326178,0.7949118594170871,1.9691578257241502,1.7322631854012993,1.7459599612652354,0.6618660519876942,2.3412814305927085,1.796661645363045,1.7268349223801278,0.7636955097866243,2.204757873777327,1.785342264570632,1.7374387753371276,0.7781162631801638,2.1833721650838407,1.8212669466570484,1.7831143224718047,0.9115277807355144,1.943116825578123,1.694658891694261,1.6337257622067696,0.6303976387653146,2.5064906527974418,1.8356827939432545,1.7643914168179033,0.8456341399593806,2.0368855185017227,1.832498693256853,1.7595847821327328,0.8307687782832296,2.0455967089239224,1.256721560273954,2.190086152979976,1.7778497227237515,1.0569959062209522,1.869439744244314,1.7569338951525366,0.7502638382195627,2.0959845487003137,1.8559475962477316,1.7695854172522807,0.8127080368841746,2.0742956547927913,1.4035840801756088,1.562944827064763,0.47823198943408746,2.221336228745508,1.7909973872757696,1.724184030052791,0.7414658597996046,2.2579989634661204,1.771893654548582,1.6871343137241877,0.6474299039289589,2.0132952559262645,1.743124790500512,1.7201534977898605,0.6768104356055088,1.8449707710574987,1.9022793931168973,1.7728875101909332,0.7526699160480708,1.9998452774481608,1.710069924649777,1.679826513592129,0.6899812484644917,2.4187870545588406,1.3920791607534269,1.4831116581690802,0.4385213053096464,2.6283464506874727,1.2927367008607944,1.508972013988521,0.4378721634863495,2.273792571561089
